CODE_UIC,87697300,87611707,87764472
87697300,0.0,607.979834608863,521.8476106057834
87611707,607.979834608863,0.0,277.0380644826967
87764472,521.8476106057834,277.0380644826967,0.0
87444208,176.21750432475045,629.7823236651698,619.6460979082178
87192302,324.0048368818586,721.0045968365661,508.9803718672613
87613802,544.7101463711324,67.64990120920618,228.77675390873583
87595595,432.53048966611175,184.1651165148702,286.55649356784187
87172114,213.7536356396444,769.1459762112697,614.9069533884287
87343103,182.92905280663885,783.2994714663864,662.1924560733152
87484139,259.38672783560406,477.80902732343935,522.0472518073246
87272096,30.459941348921063,634.9816812343678,552.3017113813859
87343160,180.5025574432068,778.622923827873,655.1637600768387
87597419,235.14868892785847,387.35956629061343,385.0031009292583
87192211,291.5262706791344,717.41545671451,516.5260427405279
87613398,545.3468504551714,64.34012160469771,263.7039380280922
87741504,427.1827913728156,416.40873594904537,162.94317892325466
87175133,207.0893577372509,622.7334502235631,445.48788931348463
87543330,111.30768958746006,503.95825331587685,451.60691656350593
87718361,319.46258254993893,516.759168025061,298.4264016182421
87726208,405.44569194964066,315.6265673008338,116.78600052188436
87172262,167.60302212119458,704.1096805692525,552.7817491874672
87747402,494.79312307438255,385.6283678127282,111.66109245211923
87545160,49.13718975779982,558.8444632627297,478.81648298899125
87715003,378.1421116136964,533.1069280057942,291.45476249086
87313882,106.42096497841625,711.7515682213628,606.2489955139323
87411280,131.31657105480772,682.3686820242041,635.6245117666017
87144451,332.4917869120705,635.9801796703277,412.2577773946345
87491266,491.18607177418176,227.47442750983788,409.9643466852704
87286278,195.6421366371876,802.3361543723356,691.8180239018344
87784892,723.2708635451554,121.50281597641091,322.9520110617613
87696005,225.7361798809385,408.1245109682572,297.4996841154619
87595876,475.563183330614,146.38480187855245,292.46138046898363
87575076,252.72984383639076,394.7608759489698,418.75578699288144
87212118,396.706925649748,745.8337166233019,513.8862274724158
87286245,200.3709686196498,807.0301349079585,696.0436871567408
87213603,403.510930879445,759.7046119383521,527.769853897376
87474569,464.76205037235655,715.0186902582221,806.4571910209607
87114413,24.63567273382013,588.8432485199228,497.70675361897685
87471169,325.14684842853006,550.7925321553887,621.0058840095979
87141077,280.8827434979165,682.019843181452,480.3336004732653
